,0
17182,51548.0
17183,51551.0
17184,51554.0
17185,51557.0
17186,51560.0
17187,51563.0
17188,51566.0
17189,51569.0
17190,51572.0
17191,51575.0
17192,51578.0
17193,51581.0
17194,51584.0
17195,51587.0
17196,51590.0
17197,51593.0
17198,51596.0
17199,51599.0
17200,51602.0
17201,51605.0
17202,51608.0
17203,51611.0
17204,51614.0
17205,51617.0
17206,51620.0
17207,51623.0
17208,51626.0
17209,51629.0
17210,51632.0
17211,51635.0
17212,51638.0
17213,51641.0
17214,51644.0
17215,51647.0
17216,51650.0
17217,51653.0
17218,51656.0
17219,51659.0
17220,51662.0
17221,51665.0
17222,51668.0
17223,51671.0
17224,51674.0
17225,51677.0
17226,51680.0
17227,51683.0
17228,51686.0
17229,51689.0
17230,51692.0
17231,51695.0
17232,51698.0
17233,51701.0
17234,51704.0
17235,51707.0
17236,51710.0
17237,51713.0
17238,51716.0
17239,51719.0
17240,51722.0
17241,51725.0
17242,51728.0
17243,51731.0
17244,51734.0
17245,51737.0
17246,51740.0
17247,51743.0
17248,51746.0
17249,51749.0
17250,51752.0
17251,51755.0
17252,51758.0
17253,51761.0
17254,51764.0
17255,51767.0
17256,51770.0
17257,51773.0
17258,51776.0
17259,51779.0
17260,51782.0
17261,51785.0
17262,51788.0
17263,51791.0
17264,51794.0
17265,51797.0
17266,51800.0
17267,51803.0
17268,51806.0
17269,51809.0
17270,51812.0
17271,51815.0
17272,51818.0
17273,51821.0
17274,51824.0
17275,51827.0
17276,51830.0
17277,51833.0
17278,51836.0
17279,51839.0
17280,51842.0
17281,51845.0
17282,51848.0
17283,51851.0
17284,51854.0
17285,51857.0
17286,51860.0
17287,51863.0
17288,51866.0
17289,51869.0
17290,51872.0
17291,51875.0
17292,51878.0
17293,51881.0
17294,51884.0
17295,51887.0
17296,51890.0
17297,51893.0
17298,51896.0
17299,51899.0
17300,51902.0
17301,51905.0
17302,51908.0
17303,51911.0
17304,51914.0
17305,51917.0
17306,51920.0
17307,51923.0
17308,51926.0
17309,51929.0
17310,51932.0
17311,51935.0
17312,51938.0
17313,51941.0
17314,51944.0
17315,51947.0
17316,51950.0
17317,51953.0
17318,51956.0
17319,51959.0
17320,51962.0
17321,51965.0
17322,51968.0
17323,51971.0
17324,51974.0
17325,51977.0
17326,51980.0
17327,51983.0
17328,51986.0
17329,51989.0
17330,51992.0
17331,51995.0
17332,51998.0
17333,52001.0
17334,52004.0
17335,52007.0
17336,52010.0
17337,52013.0
17338,52016.0
17339,52019.0
17340,52022.0
17341,52025.0
17342,52028.0
17343,52031.0
17344,52034.0
17345,52037.0
17346,52040.0
17347,52043.0
17348,52046.0
17349,52049.0
17350,52052.0
17351,52055.0
17352,52058.0
17353,52061.0
17354,52064.0
17355,52067.0
17356,52070.0
17357,52073.0
17358,52076.0
17359,52079.0
17360,52082.0
17361,52085.0
17362,52088.0
17363,52091.0
17364,52094.0
17365,52097.0
17366,52100.0
17367,52103.0
17368,52106.0
17369,52109.0
17370,52112.0
17371,52115.0
17372,52118.0
17373,52121.0
17374,52124.0
17375,52127.0
17376,52130.0
17377,52133.0
17378,52136.0
17379,52139.0
17380,52142.0
17381,52145.0
17382,52148.0
17383,52151.0
17384,52154.0
17385,52157.0
17386,52160.0
17387,52163.0
17388,52166.0
17389,52169.0
17390,52172.0
17391,52175.0
17392,52178.0
17393,52181.0
17394,52184.0
17395,52187.0
17396,52190.0
17397,52193.0
17398,52196.0
17399,52199.0
17400,52202.0
17401,52205.0
17402,52208.0
17403,52211.0
17404,52214.0
17405,52217.0
17406,52220.0
17407,52223.0
17408,52226.0
17409,52229.0
17410,52232.0
17411,52235.0
17412,52238.0
17413,52241.0
17414,52244.0
17415,52247.0
17416,52250.0
17417,52253.0
17418,52256.0
17419,52259.0
17420,52262.0
17421,52265.0
17422,52268.0
17423,52271.0
17424,52274.0
17425,52277.0
17426,52280.0
17427,52283.0
17428,52286.0
17429,52289.0
17430,52292.0
17431,52295.0
17432,52298.0
17433,52301.0
17434,52304.0
17435,52307.0
17436,52310.0
17437,52313.0
17438,52316.0
17439,52319.0
17440,52322.0
17441,52325.0
17442,52328.0
17443,52331.0
17444,52334.0
17445,52337.0
17446,52340.0
17447,52343.0
17448,52346.0
17449,52349.0
17450,52352.0
17451,52355.0
17452,52358.0
17453,52361.0
17454,52364.0
17455,52367.0
17456,52370.0
17457,52373.0
17458,52376.0
17459,52379.0
17460,52382.0
17461,52385.0
17462,52388.0
17463,52391.0
17464,52394.0
17465,52397.0
17466,52400.0
17467,52403.0
17468,52406.0
17469,52409.0
17470,52412.0
17471,52415.0
17472,52418.0
17473,52421.0
17474,52424.0
17475,52427.0
17476,52430.0
17477,52433.0
17478,52436.0
17479,52439.0
17480,52442.0
17481,52445.0
17482,52448.0
17483,52451.0
17484,52454.0
17485,52457.0
17486,52460.0
17487,52463.0
17488,52466.0
17489,52469.0
17490,52472.0
17491,52475.0
17492,52478.0
17493,52481.0
17494,52484.0
17495,52487.0
17496,52490.0
17497,52493.0
17498,52496.0
17499,52499.0
17500,52502.0
17501,52505.0
17502,52508.0
17503,52511.0
17504,52514.0
17505,52517.0
17506,52520.0
17507,52523.0
17508,52526.0
17509,52529.0
17510,52532.0
17511,52535.0
17512,52538.0
17513,52541.0
17514,52544.0
17515,52547.0
17516,52550.0
17517,52553.0
17518,52556.0
17519,52559.0
17520,52562.0
17521,52565.0
17522,52568.0
17523,52571.0
17524,52574.0
17525,52577.0
17526,52580.0
17527,52583.0
17528,52586.0
17529,52589.0
17530,52592.0
17531,52595.0
17532,52598.0
17533,52601.0
17534,52604.0
17535,52607.0
17536,52610.0
17537,52613.0
17538,52616.0
17539,52619.0
17540,52622.0
17541,52625.0
17542,52628.0
17543,52631.0
17544,52634.0
17545,52637.0
17546,52640.0
17547,52643.0
17548,52646.0
17549,52649.0
17550,52652.0
17551,52655.0
17552,52658.0
17553,52661.0
17554,52664.0
17555,52667.0
17556,52670.0
17557,52673.0
17558,52676.0
17559,52679.0
17560,52682.0
17561,52685.0
17562,52688.0
17563,52691.0
17564,52694.0
17565,52697.0
17566,52700.0
17567,52703.0
17568,52706.0
17569,52709.0
17570,52712.0
17571,52715.0
17572,52718.0
17573,52721.0
17574,52724.0
17575,52727.0
17576,52730.0
17577,52733.0
17578,52736.0
17579,52739.0
17580,52742.0
17581,52745.0
17582,52748.0
17583,52751.0
17584,52754.0
17585,52757.0
17586,52760.0
17587,52763.0
17588,52766.0
17589,52769.0
17590,52772.0
17591,52775.0
17592,52778.0
17593,52781.0
17594,52784.0
17595,52787.0
17596,52790.0
17597,52793.0
17598,52796.0
17599,52799.0
17600,52802.0
17601,52805.0
17602,52808.0
17603,52811.0
17604,52814.0
17605,52817.0
17606,52820.0
17607,52823.0
17608,52826.0
17609,52829.0
17610,52832.0
17611,52835.0
17612,52838.0
17613,52841.0
17614,52844.0
17615,52847.0
17616,52850.0
17617,52853.0
17618,52856.0
17619,52859.0
17620,52862.0
17621,52865.0
17622,52868.0
17623,52871.0
17624,52874.0
17625,52877.0
17626,52880.0
17627,52883.0
17628,52886.0
17629,52889.0
17630,52892.0
17631,52895.0
17632,52898.0
17633,52901.0
17634,52904.0
17635,52907.0
17636,52910.0
17637,52913.0
17638,52916.0
17639,52919.0
17640,52922.0
17641,52925.0
17642,52928.0
17643,52931.0
17644,52934.0
17645,52937.0
17646,52940.0
17647,52943.0
17648,52946.0
17649,52949.0
17650,52952.0
17651,52955.0
17652,52958.0
17653,52961.0
17654,52964.0
17655,52967.0
17656,52970.0
17657,52973.0
17658,52976.0
17659,52979.0
17660,52982.0
17661,52985.0
17662,52988.0
17663,52991.0
17664,52994.0
17665,52997.0
17666,53000.0
17667,53003.0
17668,53006.0
17669,53009.0
17670,53012.0
17671,53015.0
17672,53018.0
17673,53021.0
17674,53024.0
17675,53027.0
17676,53030.0
17677,53033.0
17678,53036.0
17679,53039.0
17680,53042.0
17681,53045.0
17682,53048.0
17683,53051.0
17684,53054.0
17685,53057.0
17686,53060.0
17687,53063.0
17688,53066.0
17689,53069.0
17690,53072.0
17691,53075.0
17692,53078.0
17693,53081.0
17694,53084.0
17695,53087.0
17696,53090.0
17697,53093.0
17698,53096.0
17699,53099.0
17700,53102.0
17701,53105.0
17702,53108.0
17703,53111.0
17704,53114.0
17705,53117.0
17706,53120.0
17707,53123.0
17708,53126.0
17709,53129.0
17710,53132.0
17711,53135.0
17712,53138.0
17713,53141.0
17714,53144.0
17715,53147.0
17716,53150.0
17717,53153.0
17718,53156.0
17719,53159.0
17720,53162.0
17721,53165.0
17722,53168.0
17723,53171.0
17724,53174.0
17725,53177.0
17726,53180.0
17727,53183.0
17728,53186.0
17729,53189.0
17730,53192.0
17731,53195.0
17732,53198.0
17733,53201.0
17734,53204.0
17735,53207.0
17736,53210.0
17737,53213.0
17738,53216.0
17739,53219.0
17740,53222.0
17741,53225.0
17742,53228.0
17743,53231.0
17744,53234.0
17745,53237.0
17746,53240.0
17747,53243.0
17748,53246.0
17749,53249.0
17750,53252.0
17751,53255.0
17752,53258.0
17753,53261.0
17754,53264.0
17755,53267.0
17756,53270.0
17757,53273.0
17758,53276.0
17759,53279.0
17760,53282.0
17761,53285.0
17762,53288.0
17763,53291.0
17764,53294.0
17765,53297.0
17766,53300.0
17767,53303.0
17768,53306.0
17769,53309.0
17770,53312.0
17771,53315.0
17772,53318.0
17773,53321.0
17774,53324.0
17775,53327.0
17776,53330.0
17777,53333.0
17778,53336.0
17779,53339.0
17780,53342.0
17781,53345.0
17782,53348.0
17783,53351.0
17784,53354.0
17785,53357.0
17786,53360.0
17787,53363.0
17788,53366.0
17789,53369.0
17790,53372.0
17791,53375.0
17792,53378.0
17793,53381.0
17794,53384.0
17795,53387.0
17796,53390.0
17797,53393.0
17798,53396.0
17799,53399.0
17800,53402.0
17801,53405.0
17802,53408.0
17803,53411.0
17804,53414.0
17805,53417.0
17806,53420.0
17807,53423.0
17808,53426.0
17809,53429.0
17810,53432.0
17811,53435.0
17812,53438.0
17813,53441.0
17814,53444.0
17815,53447.0
17816,53450.0
17817,53453.0
17818,53456.0
17819,53459.0
17820,53462.0
17821,53465.0
17822,53468.0
17823,53471.0
17824,53474.0
17825,53477.0
17826,53480.0
17827,53483.0
17828,53486.0
17829,53489.0
17830,53492.0
17831,53495.0
17832,53498.0
17833,53501.0
17834,53504.0
17835,53507.0
17836,53510.0
17837,53513.0
17838,53516.0
17839,53519.0
17840,53522.0
17841,53525.0
17842,53528.0
17843,53531.0
17844,53534.0
17845,53537.0
17846,53540.0
17847,53543.0
17848,53546.0
17849,53549.0
17850,53552.0
17851,53555.0
17852,53558.0
17853,53561.0
17854,53564.0
17855,53567.0
17856,53570.0
17857,53573.0
17858,53576.0
17859,53579.0
17860,53582.0
17861,53585.0
17862,53588.0
17863,53591.0
17864,53594.0
17865,53597.0
17866,53600.0
17867,53603.0
17868,53606.0
17869,53609.0
17870,53612.0
17871,53615.0
17872,53618.0
17873,53621.0
17874,53624.0
17875,53627.0
17876,53630.0
17877,53633.0
17878,53636.0
17879,53639.0
17880,53642.0
17881,53645.0
17882,53648.0
17883,53651.0
17884,53654.0
17885,53657.0
17886,53660.0
17887,53663.0
17888,53666.0
17889,53669.0
17890,53672.0
17891,53675.0
17892,53678.0
17893,53681.0
17894,53684.0
17895,53687.0
17896,53690.0
17897,53693.0
17898,53696.0
17899,53699.0
17900,53702.0
17901,53705.0
17902,53708.0
17903,53711.0
17904,53714.0
17905,53717.0
17906,53720.0
17907,53723.0
17908,53726.0
17909,53729.0
17910,53732.0
17911,53735.0
17912,53738.0
17913,53741.0
17914,53744.0
17915,53747.0
17916,53750.0
17917,53753.0
17918,53756.0
17919,53759.0
17920,53762.0
17921,53765.0
17922,53768.0
17923,53771.0
17924,53774.0
17925,53777.0
17926,53780.0
17927,53783.0
17928,53786.0
17929,53789.0
17930,53792.0
17931,53795.0
17932,53798.0
17933,53801.0
17934,53804.0
17935,53807.0
17936,53810.0
17937,53813.0
17938,53816.0
17939,53819.0
17940,53822.0
17941,53825.0
17942,53828.0
17943,53831.0
17944,53834.0
17945,53837.0
17946,53840.0
17947,53843.0
17948,53846.0
17949,53849.0
17950,53852.0
17951,53855.0
17952,53858.0
17953,53861.0
17954,53864.0
17955,53867.0
17956,53870.0
17957,53873.0
17958,53876.0
17959,53879.0
17960,53882.0
17961,53885.0
17962,53888.0
17963,53891.0
17964,53894.0
17965,53897.0
17966,53900.0
17967,53903.0
17968,53906.0
17969,53909.0
17970,53912.0
17971,53915.0
17972,53918.0
17973,53921.0
17974,53924.0
17975,53927.0
17976,53930.0
17977,53933.0
17978,53936.0
17979,53939.0
17980,53942.0
17981,53945.0
17982,53948.0
17983,53951.0
17984,53954.0
17985,53957.0
17986,53960.0
17987,53963.0
17988,53966.0
17989,53969.0
17990,53972.0
17991,53975.0
17992,53978.0
17993,53981.0
17994,53984.0
17995,53987.0
17996,53990.0
17997,53993.0
17998,53996.0
17999,53999.0
18000,54002.0
18001,54005.0
18002,54008.0
18003,54011.0
18004,54014.0
18005,54017.0
18006,54020.0
18007,54023.0
18008,54026.0
18009,54029.0
18010,54032.0
18011,54035.0
18012,54038.0
18013,54041.0
18014,54044.0
18015,54047.0
18016,54050.0
18017,54053.0
18018,54056.0
18019,54059.0
18020,54062.0
18021,54065.0
18022,54068.0
18023,54071.0
18024,54074.0
18025,54077.0
18026,54080.0
18027,54083.0
18028,54086.0
18029,54089.0
18030,54092.0
18031,54095.0
18032,54098.0
18033,54101.0
18034,54104.0
18035,54107.0
18036,54110.0
18037,54113.0
18038,54116.0
18039,54119.0
18040,54122.0
18041,54125.0
18042,54128.0
18043,54131.0
18044,54134.0
18045,54137.0
18046,54140.0
18047,54143.0
18048,54146.0
18049,54149.0
18050,54152.0
18051,54155.0
18052,54158.0
18053,54161.0
18054,54164.0
18055,54167.0
18056,54170.0
18057,54173.0
18058,54176.0
18059,54179.0
18060,54182.0
18061,54185.0
18062,54188.0
18063,54191.0
18064,54194.0
18065,54197.0
18066,54200.0
18067,54203.0
18068,54206.0
18069,54209.0
18070,54212.0
18071,54215.0
18072,54218.0
18073,54221.0
18074,54224.0
18075,54227.0
18076,54230.0
18077,54233.0
18078,54236.0
18079,54239.0
18080,54242.0
18081,54245.0
18082,54248.0
18083,54251.0
18084,54254.0
18085,54257.0
18086,54260.0
18087,54263.0
18088,54266.0
18089,54269.0
18090,54272.0
18091,54275.0
18092,54278.0
18093,54281.0
18094,54284.0
18095,54287.0
18096,54290.0
18097,54293.0
18098,54296.0
18099,54299.0
18100,54302.0
18101,54305.0
18102,54308.0
18103,54311.0
18104,54314.0
18105,54317.0
18106,54320.0
18107,54323.0
18108,54326.0
18109,54329.0
18110,54332.0
18111,54335.0
18112,54338.0
18113,54341.0
18114,54344.0
18115,54347.0
18116,54350.0
18117,54353.0
18118,54356.0
18119,54359.0
18120,54362.0
18121,54365.0
18122,54368.0
18123,54371.0
18124,54374.0
18125,54377.0
18126,54380.0
18127,54383.0
18128,54386.0
18129,54389.0
18130,54392.0
18131,54395.0
18132,54398.0
18133,54401.0
18134,54404.0
18135,54407.0
18136,54410.0
18137,54413.0
18138,54416.0
18139,54419.0
18140,54422.0
18141,54425.0
18142,54428.0
18143,54431.0
18144,54434.0
18145,54437.0
18146,54440.0
18147,54443.0
18148,54446.0
18149,54449.0
18150,54452.0
18151,54455.0
18152,54458.0
18153,54461.0
18154,54464.0
18155,54467.0
18156,54470.0
18157,54473.0
18158,54476.0
18159,54479.0
18160,54482.0
18161,54485.0
18162,54488.0
18163,54491.0
18164,54494.0
18165,54497.0
18166,54500.0
18167,54503.0
18168,54506.0
18169,54509.0
18170,54512.0
18171,54515.0
18172,54518.0
18173,54521.0
18174,54524.0
18175,54527.0
18176,54530.0
18177,54533.0
18178,54536.0
18179,54539.0
18180,54542.0
18181,54545.0
18182,54548.0
18183,54551.0
18184,54554.0
18185,54557.0
18186,54560.0
18187,54563.0
18188,54566.0
18189,54569.0
18190,54572.0
18191,54575.0
18192,54578.0
18193,54581.0
18194,54584.0
18195,54587.0
18196,54590.0
18197,54593.0
18198,54596.0
18199,54599.0
18200,54602.0
18201,54605.0
18202,54608.0
18203,54611.0
18204,54614.0
18205,54617.0
18206,54620.0
18207,54623.0
18208,54626.0
18209,54629.0
18210,54632.0
18211,54635.0
18212,54638.0
18213,54641.0
18214,54644.0
18215,54647.0
18216,54650.0
18217,54653.0
18218,54656.0
18219,54659.0
18220,54662.0
18221,54665.0
18222,54668.0
18223,54671.0
18224,54674.0
18225,54677.0
18226,54680.0
18227,54683.0
18228,54686.0
18229,54689.0
18230,54692.0
18231,54695.0
18232,54698.0
18233,54701.0
18234,54704.0
18235,54707.0
18236,54710.0
18237,54713.0
18238,54716.0
18239,54719.0
18240,54722.0
18241,54725.0
18242,54728.0
18243,54731.0
18244,54734.0
18245,54737.0
18246,54740.0
18247,54743.0
18248,54746.0
18249,54749.0
18250,54752.0
18251,54755.0
18252,54758.0
18253,54761.0
18254,54764.0
18255,54767.0
18256,54770.0
18257,54773.0
18258,54776.0
18259,54779.0
18260,54782.0
18261,54785.0
18262,54788.0
18263,54791.0
18264,54794.0
18265,54797.0
18266,54800.0
18267,54803.0
18268,54806.0
18269,54809.0
18270,54812.0
18271,54815.0
18272,54818.0
18273,54821.0
18274,54824.0
18275,54827.0
18276,54830.0
18277,54833.0
18278,54836.0
18279,54839.0
18280,54842.0
18281,54845.0
18282,54848.0
18283,54851.0
18284,54854.0
18285,54857.0
18286,54860.0
18287,54863.0
18288,54866.0
18289,54869.0
18290,54872.0
18291,54875.0
18292,54878.0
18293,54881.0
18294,54884.0
18295,54887.0
18296,54890.0
18297,54893.0
18298,54896.0
18299,54899.0
18300,54902.0
18301,54905.0
18302,54908.0
18303,54911.0
18304,54914.0
18305,54917.0
18306,54920.0
18307,54923.0
18308,54926.0
18309,54929.0
18310,54932.0
18311,54935.0
18312,54938.0
18313,54941.0
18314,54944.0
18315,54947.0
18316,54950.0
18317,54953.0
18318,54956.0
18319,54959.0
18320,54962.0
18321,54965.0
18322,54968.0
18323,54971.0
18324,54974.0
18325,54977.0
18326,54980.0
18327,54983.0
18328,54986.0
18329,54989.0
18330,54992.0
18331,54995.0
18332,54998.0
18333,55001.0
18334,55004.0
18335,55007.0
18336,55010.0
18337,55013.0
18338,55016.0
18339,55019.0
18340,55022.0
18341,55025.0
18342,55028.0
18343,55031.0
18344,55034.0
18345,55037.0
18346,55040.0
18347,55043.0
18348,55046.0
18349,55049.0
18350,55052.0
18351,55055.0
18352,55058.0
18353,55061.0
18354,55064.0
18355,55067.0
18356,55070.0
18357,55073.0
18358,55076.0
18359,55079.0
18360,55082.0
18361,55085.0
18362,55088.0
18363,55091.0
18364,55094.0
18365,55097.0
18366,55100.0
18367,55103.0
18368,55106.0
18369,55109.0
18370,55112.0
18371,55115.0
18372,55118.0
18373,55121.0
18374,55124.0
18375,55127.0
18376,55130.0
18377,55133.0
18378,55136.0
18379,55139.0
18380,55142.0
18381,55145.0
18382,55148.0
18383,55151.0
18384,55154.0
18385,55157.0
18386,55160.0
18387,55163.0
18388,55166.0
18389,55169.0
18390,55172.0
18391,55175.0
18392,55178.0
18393,55181.0
18394,55184.0
18395,55187.0
18396,55190.0
18397,55193.0
18398,55196.0
18399,55199.0
18400,55202.0
18401,55205.0
18402,55208.0
18403,55211.0
18404,55214.0
18405,55217.0
18406,55220.0
18407,55223.0
18408,55226.0
18409,55229.0
18410,55232.0
18411,55235.0
18412,55238.0
18413,55241.0
18414,55244.0
18415,55247.0
18416,55250.0
18417,55253.0
18418,55256.0
18419,55259.0
18420,55262.0
18421,55265.0
18422,55268.0
18423,55271.0
18424,55274.0
18425,55277.0
18426,55280.0
18427,55283.0
18428,55286.0
18429,55289.0
18430,55292.0
18431,55295.0
18432,55298.0
18433,55301.0
18434,55304.0
18435,55307.0
18436,55310.0
18437,55313.0
18438,55316.0
18439,55319.0
18440,55322.0
18441,55325.0
18442,55328.0
18443,55331.0
18444,55334.0
18445,55337.0
18446,55340.0
18447,55343.0
18448,55346.0
18449,55349.0
18450,55352.0
18451,55355.0
18452,55358.0
18453,55361.0
18454,55364.0
18455,55367.0
18456,55370.0
18457,55373.0
18458,55376.0
18459,55379.0
18460,55382.0
18461,55385.0
18462,55388.0
18463,55391.0
18464,55394.0
18465,55397.0
18466,55400.0
18467,55403.0
18468,55406.0
18469,55409.0
18470,55412.0
18471,55415.0
18472,55418.0
18473,55421.0
18474,55424.0
18475,55427.0
18476,55430.0
18477,55433.0
18478,55436.0
18479,55439.0
18480,55442.0
18481,55445.0
18482,55448.0
18483,55451.0
18484,55454.0
18485,55457.0
18486,55460.0
18487,55463.0
18488,55466.0
18489,55469.0
18490,55472.0
18491,55475.0
18492,55478.0
18493,55481.0
18494,55484.0
18495,55487.0
18496,55490.0
18497,55493.0
18498,55496.0
18499,55499.0
18500,55502.0
18501,55505.0
18502,55508.0
18503,55511.0
18504,55514.0
18505,55517.0
18506,55520.0
18507,55523.0
18508,55526.0
18509,55529.0
18510,55532.0
18511,55535.0
18512,55538.0
18513,55541.0
18514,55544.0
18515,55547.0
18516,55550.0
18517,55553.0
18518,55556.0
18519,55559.0
18520,55562.0
18521,55565.0
18522,55568.0
18523,55571.0
18524,55574.0
18525,55577.0
18526,55580.0
18527,55583.0
18528,55586.0
18529,55589.0
18530,55592.0
18531,55595.0
18532,55598.0
18533,55601.0
18534,55604.0
18535,55607.0
18536,55610.0
18537,55613.0
18538,55616.0
18539,55619.0
18540,55622.0
18541,55625.0
18542,55628.0
18543,55631.0
18544,55634.0
18545,55637.0
18546,55640.0
18547,55643.0
18548,55646.0
18549,55649.0
18550,55652.0
18551,55655.0
18552,55658.0
18553,55661.0
18554,55664.0
18555,55667.0
18556,55670.0
18557,55673.0
18558,55676.0
18559,55679.0
18560,55682.0
18561,55685.0
18562,55688.0
18563,55691.0
18564,55694.0
18565,55697.0
18566,55700.0
18567,55703.0
18568,55706.0
18569,55709.0
18570,55712.0
18571,55715.0
18572,55718.0
18573,55721.0
18574,55724.0
18575,55727.0
18576,55730.0
18577,55733.0
18578,55736.0
18579,55739.0
18580,55742.0
18581,55745.0
18582,55748.0
18583,55751.0
18584,55754.0
18585,55757.0
18586,55760.0
18587,55763.0
18588,55766.0
18589,55769.0
18590,55772.0
18591,55775.0
18592,55778.0
18593,55781.0
18594,55784.0
18595,55787.0
18596,55790.0
18597,55793.0
18598,55796.0
18599,55799.0
18600,55802.0
18601,55805.0
18602,55808.0
18603,55811.0
18604,55814.0
18605,55817.0
18606,55820.0
18607,55823.0
18608,55826.0
18609,55829.0
18610,55832.0
18611,55835.0
18612,55838.0
18613,55841.0
18614,55844.0
18615,55847.0
18616,55850.0
18617,55853.0
18618,55856.0
18619,55859.0
18620,55862.0
18621,55865.0
18622,55868.0
18623,55871.0
18624,55874.0
18625,55877.0
18626,55880.0
18627,55883.0
18628,55886.0
18629,55889.0
18630,55892.0
18631,55895.0
18632,55898.0
18633,55901.0
18634,55904.0
18635,55907.0
18636,55910.0
18637,55913.0
18638,55916.0
18639,55919.0
18640,55922.0
18641,55925.0
18642,55928.0
18643,55931.0
18644,55934.0
18645,55937.0
18646,55940.0
18647,55943.0
18648,55946.0
18649,55949.0
18650,55952.0
18651,55955.0
18652,55958.0
18653,55961.0
18654,55964.0
18655,55967.0
18656,55970.0
18657,55973.0
18658,55976.0
18659,55979.0
18660,55982.0
18661,55985.0
18662,55988.0
18663,55991.0
18664,55994.0
18665,55997.0
18666,56000.0
18667,56003.0
18668,56006.0
18669,56009.0
18670,56012.0
18671,56015.0
18672,56018.0
18673,56021.0
18674,56024.0
18675,56027.0
18676,56030.0
18677,56033.0
18678,56036.0
18679,56039.0
18680,56042.0
18681,56045.0
18682,56048.0
18683,56051.0
18684,56054.0
18685,56057.0
18686,56060.0
18687,56063.0
18688,56066.0
18689,56069.0
18690,56072.0
18691,56075.0
18692,56078.0
18693,56081.0
18694,56084.0
18695,56087.0
18696,56090.0
18697,56093.0
18698,56096.0
18699,56099.0
18700,56102.0
18701,56105.0
18702,56108.0
18703,56111.0
18704,56114.0
18705,56117.0
18706,56120.0
18707,56123.0
18708,56126.0
18709,56129.0
18710,56132.0
18711,56135.0
18712,56138.0
18713,56141.0
18714,56144.0
18715,56147.0
18716,56150.0
18717,56153.0
18718,56156.0
18719,56159.0
18720,56162.0
18721,56165.0
18722,56168.0
18723,56171.0
18724,56174.0
18725,56177.0
18726,56180.0
18727,56183.0
18728,56186.0
18729,56189.0
18730,56192.0
18731,56195.0
18732,56198.0
18733,56201.0
18734,56204.0
18735,56207.0
18736,56210.0
18737,56213.0
18738,56216.0
18739,56219.0
18740,56222.0
18741,56225.0
18742,56228.0
18743,56231.0
18744,56234.0
18745,56237.0
18746,56240.0
18747,56243.0
18748,56246.0
18749,56249.0
18750,56252.0
18751,56255.0
18752,56258.0
18753,56261.0
18754,56264.0
18755,56267.0
18756,56270.0
18757,56273.0
18758,56276.0
18759,56279.0
18760,56282.0
18761,56285.0
18762,56288.0
18763,56291.0
18764,56294.0
18765,56297.0
18766,56300.0
18767,56303.0
18768,56306.0
18769,56309.0
18770,56312.0
18771,56315.0
18772,56318.0
18773,56321.0
18774,56324.0
18775,56327.0
18776,56330.0
18777,56333.0
18778,56336.0
18779,56339.0
18780,56342.0
18781,56345.0
18782,56348.0
18783,56351.0
18784,56354.0
18785,56357.0
18786,56360.0
18787,56363.0
18788,56366.0
18789,56369.0
18790,56372.0
18791,56375.0
18792,56378.0
18793,56381.0
18794,56384.0
18795,56387.0
18796,56390.0
18797,56393.0
18798,56396.0
18799,56399.0
18800,56402.0
18801,56405.0
18802,56408.0
18803,56411.0
18804,56414.0
18805,56417.0
18806,56420.0
18807,56423.0
18808,56426.0
18809,56429.0
18810,56432.0
18811,56435.0
18812,56438.0
18813,56441.0
18814,56444.0
18815,56447.0
18816,56450.0
18817,56453.0
18818,56456.0
18819,56459.0
18820,56462.0
18821,56465.0
18822,56468.0
18823,56471.0
18824,56474.0
18825,56477.0
18826,56480.0
18827,56483.0
18828,56486.0
18829,56489.0
18830,56492.0
18831,56495.0
18832,56498.0
18833,56501.0
18834,56504.0
18835,56507.0
18836,56510.0
18837,56513.0
18838,56516.0
18839,56519.0
18840,56522.0
18841,56525.0
18842,56528.0
18843,56531.0
18844,56534.0
18845,56537.0
18846,56540.0
18847,56543.0
18848,56546.0
18849,56549.0
18850,56552.0
18851,56555.0
18852,56558.0
18853,56561.0
18854,56564.0
18855,56567.0
18856,56570.0
18857,56573.0
18858,56576.0
18859,56579.0
18860,56582.0
18861,56585.0
18862,56588.0
18863,56591.0
18864,56594.0
18865,56597.0
18866,56600.0
18867,56603.0
18868,56606.0
18869,56609.0
18870,56612.0
18871,56615.0
18872,56618.0
18873,56621.0
18874,56624.0
18875,56627.0
18876,56630.0
18877,56633.0
18878,56636.0
18879,56639.0
18880,56642.0
18881,56645.0
18882,56648.0
18883,56651.0
18884,56654.0
18885,56657.0
18886,56660.0
18887,56663.0
18888,56666.0
18889,56669.0
18890,56672.0
18891,56675.0
18892,56678.0
18893,56681.0
18894,56684.0
18895,56687.0
18896,56690.0
18897,56693.0
18898,56696.0
18899,56699.0
18900,56702.0
18901,56705.0
18902,56708.0
18903,56711.0
18904,56714.0
18905,56717.0
18906,56720.0
18907,56723.0
18908,56726.0
18909,56729.0
18910,56732.0
18911,56735.0
18912,56738.0
18913,56741.0
18914,56744.0
18915,56747.0
18916,56750.0
18917,56753.0
18918,56756.0
18919,56759.0
18920,56762.0
18921,56765.0
18922,56768.0
18923,56771.0
18924,56774.0
18925,56777.0
18926,56780.0
18927,56783.0
18928,56786.0
18929,56789.0
18930,56792.0
